Time,blank,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,blank,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,blank,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,blank,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,blank,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,blank,Sample 1,Sample 2,Sample 3,Sample 4,Sample 5,Sample 6,Sample 7,Sample 8,Sample 9,Sample 10,Sample 11,,,,,,,,,,,,,,,,,,,,,,,,
980,0.091329,0.36738,0.31963,0.38969,0.25588,0.10744,0.10906,0.11034,0.10827,0.11482,0.10994,0.10857,0.091882,0.38896,0.33455,0.39672,0.27873,0.1097,0.10832,0.1057,0.10926,0.1103,0.11213,0.11084,0.091329,0.39671,0.34737,0.39442,0.27492,0.10897,0.10452,0.11272,0.10959,0.1126,0.11115,0.10912,0.090089,0.39859,0.34188,0.40062,0.26697,0.10889,0.10899,0.10985,0.10827,0.11089,0.11171,0.10916,0.090458,0.46137,0.41953,0.48183,0.45521,0.095175,0.11672,0.11285,0.11294,0.10574,0.11029,0.10631,0.090106,0.49344,0.42861,0.48367,0.459,0.095199,0.11191,0.11149,0.10747,0.1107,0.10773,0.11118,0.089948,0.48852,0.43789,0.4877,0.46762,0.090442,0.10879,0.11005,0.1118,0.11214,0.10794,0.10776,0.086636,0.47437,0.433,0.4843,0.46124,0.089527,0.10685,0.11002,0.11301,0.10879,0.10533,0.11296
1000,0.091985,0.36722,0.32016,0.39206,0.26361,0.10744,0.10901,0.11036,0.10835,0.11487,0.10991,0.10857,0.090801,0.38877,0.33655,0.39731,0.28811,0.10969,0.1083,0.10569,0.10932,0.1103,0.11218,0.11088,0.091985,0.3948,0.34935,0.39617,0.28483,0.10905,0.10455,0.1127,0.10962,0.11261,0.11116,0.10913,0.091738,0.39985,0.34394,0.40298,0.27503,0.10894,0.10902,0.10991,0.1083,0.11084,0.11172,0.10913,0.090619,0.46013,0.41605,0.47703,0.44814,0.095186,0.11671,0.11276,0.11297,0.10578,0.1104,0.10635,0.090483,0.49207,0.42771,0.48232,0.45401,0.095324,0.11189,0.11144,0.10736,0.1107,0.10774,0.11123,0.089798,0.48538,0.43393,0.48362,0.46087,0.090431,0.10883,0.11015,0.11182,0.1122,0.10802,0.10791,0.086352,0.47393,0.43368,0.48345,0.45937,0.089478,0.10686,0.10991,0.11316,0.10889,0.10532,0.11304
1020,0.092029,0.36667,0.32082,0.39263,0.26983,0.10733,0.10898,0.11029,0.10829,0.11485,0.10997,0.1085,0.092086,0.38851,0.3384,0.3985,0.29629,0.10967,0.10834,0.10572,0.10918,0.11031,0.11215,0.11087,0.092029,0.39346,0.34831,0.3973,0.29117,0.10902,0.10456,0.11276,0.10959,0.11258,0.11113,0.10912,0.091577,0.40027,0.3461,0.40571,0.28363,0.1089,0.10895,0.1099,0.10828,0.11086,0.11171,0.10918,0.090161,0.4604,0.41222,0.47653,0.44951,0.095433,0.11671,0.11277,0.11295,0.10579,0.11031,0.10632,0.090063,0.49094,0.4265,0.48013,0.44796,0.095151,0.11182,0.1115,0.10738,0.11064,0.10775,0.11119,0.089762,0.48358,0.43126,0.47974,0.4574,0.090318,0.10882,0.11013,0.11173,0.11215,0.10803,0.10789,0.086529,0.46961,0.42683,0.47835,0.45187,0.089459,0.10686,0.1099,0.11303,0.10886,0.10529,0.11299
1040,0.091756,0.36585,0.32085,0.39142,0.27558,0.10742,0.10902,0.1103,0.10825,0.11484,0.1099,0.10849,0.092497,0.38666,0.33883,0.39892,0.30371,0.10968,0.10842,0.1057,0.10923,0.11025,0.11214,0.11089,0.091756,0.3936,0.34915,0.40079,0.2998,0.10898,0.10457,0.11263,0.1096,0.11256,0.11109,0.10913,0.092476,0.40005,0.34608,0.40607,0.29046,0.10886,0.10896,0.10986,0.10827,0.11088,0.11169,0.10918,0.090417,0.45952,0.41158,0.47394,0.4473,0.094993,0.11671,0.11277,0.11294,0.10572,0.1103,0.10629,0.089975,0.48891,0.42114,0.4762,0.44573,0.095114,0.11186,0.11146,0.1073,0.11071,0.10769,0.11119,0.089766,0.48322,0.42939,0.47715,0.45326,0.090376,0.10885,0.11009,0.11172,0.11212,0.10799,0.10782,0.086592,0.4683,0.42435,0.47545,0.45031,0.089476,0.10682,0.10986,0.11305,0.10882,0.10535,0.11299
1060,0.092319,0.36478,0.32121,0.39129,0.2816,0.10748,0.10907,0.11034,0.10829,0.11485,0.10998,0.10857,0.090807,0.38514,0.33985,0.39848,0.30992,0.10967,0.10834,0.10569,0.10927,0.11026,0.11219,0.11088,0.092319,0.39328,0.34931,0.40086,0.30546,0.10902,0.10456,0.11274,0.1096,0.11259,0.11119,0.10912,0.091933,0.3998,0.34669,0.40608,0.29587,0.10885,0.10895,0.10989,0.10819,0.11096,0.11176,0.10924,0.090499,0.45677,0.40912,0.47221,0.44449,0.095127,0.1167,0.11272,0.11304,0.10578,0.11037,0.10634,0.090094,0.48735,0.41854,0.47401,0.44198,0.095123,0.11193,0.11152,0.10726,0.11069,0.10776,0.11121,0.090577,0.48025,0.42586,0.47403,0.44907,0.090193,0.1088,0.11012,0.11176,0.11213,0.10807,0.1079,0.086693,0.46615,0.41948,0.47287,0.44705,0.089546,0.10683,0.10992,0.11299,0.10883,0.10533,0.1131
1080,0.092475,0.36363,0.32326,0.39068,0.28704,0.10754,0.1091,0.1104,0.10829,0.11486,0.10994,0.1086,0.09065,0.38405,0.34147,0.3991,0.31523,0.10969,0.10831,0.1057,0.10929,0.11028,0.11218,0.11088,0.092475,0.39257,0.34844,0.40103,0.31007,0.10898,0.1046,0.11277,0.10965,0.1126,0.11112,0.10919,0.091887,0.39895,0.34782,0.40756,0.30298,0.10881,0.10892,0.10987,0.1082,0.11096,0.11173,0.1092,0.090418,0.45612,0.40499,0.4687,0.44231,0.094929,0.11672,0.11274,0.11295,0.10579,0.11033,0.10629,0.090055,0.48677,0.41762,0.47238,0.43785,0.095111,0.11191,0.11157,0.10726,0.11074,0.10775,0.11122,0.089576,0.47855,0.42351,0.47145,0.44773,0.090226,0.10884,0.11014,0.11172,0.11214,0.1081,0.1079,0.086508,0.46651,0.41647,0.47006,0.44394,0.089419,0.10688,0.10989,0.11303,0.10883,0.10535,0.11302
1100,0.091872,0.36246,0.32285,0.3923,0.29084,0.10756,0.1091,0.11039,0.10828,0.11487,0.10989,0.10859,0.090972,0.3825,0.34304,0.40073,0.32052,0.10968,0.10839,0.10569,0.10928,0.11024,0.11219,0.11089,0.091872,0.39224,0.35124,0.40406,0.31553,0.109,0.10459,0.1128,0.10962,0.11255,0.11116,0.10918,0.090805,0.40045,0.3494,0.4084,0.30803,0.10892,0.10896,0.10994,0.10823,0.11085,0.11175,0.10914,0.091076,0.45425,0.40355,0.4665,0.43972,0.094887,0.11666,0.11271,0.11296,0.10585,0.1103,0.10628,0.089943,0.48371,0.41349,0.46853,0.43627,0.095069,0.11194,0.11154,0.10737,0.11067,0.10775,0.11121,0.089309,0.47865,0.42184,0.47006,0.44501,0.090247,0.10878,0.11009,0.11173,0.11209,0.10804,0.1079,0.086423,0.46496,0.41326,0.46768,0.44054,0.089425,0.10685,0.10987,0.11306,0.10885,0.10535,0.11304
1120,0.092653,0.36187,0.32268,0.39207,0.29535,0.10759,0.10907,0.11042,0.10837,0.11485,0.10995,0.10859,0.090284,0.38081,0.34226,0.40108,0.32402,0.10963,0.10836,0.10574,0.10936,0.1103,0.11221,0.11089,0.092653,0.39212,0.35197,0.40498,0.32015,0.109,0.10461,0.1128,0.10962,0.11264,0.11122,0.10918,0.090816,0.39946,0.3492,0.40884,0.31197,0.10886,0.10899,0.10997,0.10826,0.11087,0.11175,0.10918,0.090265,0.45069,0.40009,0.46266,0.43634,0.09472,0.1161,0.11267,0.11299,0.10585,0.11023,0.10633,0.09001,0.48319,0.4123,0.46562,0.43364,0.094994,0.112,0.11156,0.10731,0.11067,0.10781,0.11119,0.089388,0.47616,0.41915,0.46605,0.44308,0.090203,0.10888,0.11016,0.11169,0.11212,0.10816,0.10784,0.086593,0.46277,0.4118,0.4646,0.43655,0.089399,0.10692,0.10982,0.11304,0.10891,0.1054,0.11308
1140,0.091872,0.35945,0.32313,0.39108,0.29959,0.10788,0.10919,0.11056,0.10843,0.1148,0.1099,0.10876,0.091965,0.38023,0.34358,0.40338,0.32773,0.10973,0.10843,0.10568,0.10937,0.11032,0.11232,0.11095,0.091872,0.39077,0.35152,0.4089,0.32503,0.10903,0.10462,0.11284,0.10953,0.11262,0.1112,0.10921,0.09129,0.3995,0.34858,0.41105,0.31753,0.10878,0.10892,0.11002,0.10829,0.1107,0.11181,0.10917,0.090331,0.44897,0.39658,0.45914,0.43365,0.094467,0.1158,0.11265,0.113,0.10601,0.10994,0.10626,0.090004,0.48323,0.41046,0.46457,0.42906,0.09473,0.11195,0.11167,0.10747,0.11064,0.10789,0.11116,0.089726,0.47517,0.41657,0.46488,0.44004,0.090348,0.1089,0.1102,0.11149,0.11222,0.10826,0.1078,0.086549,0.46215,0.41065,0.46339,0.43587,0.089253,0.10694,0.10958,0.11319,0.10896,0.10539,0.11313
1160,0.092102,0.35861,0.32298,0.38926,0.3047,0.10802,0.10914,0.11062,0.10846,0.11473,0.1099,0.10886,0.091473,0.37937,0.34418,0.40516,0.33124,0.10973,0.10855,0.10572,0.1094,0.11029,0.11243,0.11095,0.092102,0.38955,0.34971,0.4087,0.32905,0.10897,0.10459,0.11301,0.1095,0.11251,0.11117,0.10922,0.090758,0.39738,0.34921,0.4118,0.32149,0.10873,0.10885,0.11007,0.10819,0.11068,0.11181,0.1092,0.090809,0.44687,0.39366,0.45448,0.42873,0.094271,0.1157,0.11264,0.11289,0.10615,0.10977,0.10615,0.090041,0.48126,0.40883,0.46232,0.42851,0.094615,0.11197,0.11175,0.10755,0.11059,0.10793,0.11121,0.089687,0.47476,0.41543,0.46479,0.43892,0.090571,0.10891,0.11025,0.11137,0.11207,0.10838,0.10777,0.086539,0.46196,0.40931,0.46104,0.43079,0.089294,0.10696,0.10947,0.1132,0.109,0.10549,0.11327
1180,0.09205,0.3569,0.32312,0.3889,0.30649,0.10787,0.10916,0.11057,0.10819,0.11478,0.10991,0.1088,0.091951,0.37655,0.34359,0.40241,0.33267,0.10974,0.10852,0.10569,0.10937,0.11028,0.11236,0.11096,0.09205,0.38724,0.34897,0.40666,0.33052,0.10901,0.10462,0.11305,0.10955,0.11249,0.11125,0.10917,0.090695,0.39608,0.35015,0.4112,0.32472,0.10869,0.1089,0.11001,0.10823,0.11068,0.11182,0.10918,0.090181,0.44426,0.38883,0.45131,0.42661,0.094384,0.11574,0.11265,0.11291,0.10601,0.11001,0.10623,0.089897,0.48131,0.40619,0.45978,0.42446,0.094691,0.11194,0.11177,0.10758,0.11069,0.10788,0.1112,0.093975,0.47008,0.41042,0.45752,0.43413,0.090401,0.10894,0.11024,0.1115,0.11209,0.10833,0.10794,0.086471,0.45945,0.40616,0.45867,0.42923,0.089228,0.10692,0.10961,0.11316,0.10899,0.10546,0.11324
1200,0.092023,0.35546,0.32278,0.38843,0.3095,0.10783,0.10909,0.11055,0.10792,0.11482,0.10994,0.10878,0.09045,0.3743,0.34321,0.40261,0.3355,0.10966,0.1084,0.10572,0.10939,0.1103,0.11234,0.11095,0.092023,0.38757,0.35045,0.4081,0.33548,0.10898,0.10462,0.11298,0.10959,0.1126,0.11119,0.10916,0.090554,0.39518,0.35028,0.4117,0.32865,0.10863,0.10892,0.10998,0.10825,0.11082,0.11179,0.1092,0.090116,0.44207,0.38797,0.44774,0.42135,0.094504,0.11573,0.11267,0.11285,0.10594,0.10999,0.10631,0.090119,0.47853,0.40357,0.45525,0.4196,0.094649,0.11194,0.11165,0.10739,0.11063,0.10786,0.11123,0.0895,0.46949,0.40955,0.45639,0.4319,0.090281,0.10886,0.11022,0.1116,0.11209,0.10828,0.10792,0.086477,0.45851,0.40304,0.45309,0.42391,0.089251,0.10691,0.1097,0.11306,0.10898,0.10546,0.11319
